,date,cancelledOn,createdOn
607,2019-11-19,2019-09-10,2019-04-17
608,2019-11-20,2019-09-10,2019-04-17
609,2019-11-21,2019-09-10,2019-04-17
610,2019-11-22,2019-09-10,2019-04-17
611,2019-11-23,2019-09-10,2019-04-17
612,2019-11-24,2019-09-10,2019-04-17
613,2019-11-25,2019-09-10,2019-04-17
614,2019-11-26,2019-09-10,2019-04-17
615,2019-11-27,2019-09-10,2019-04-17
616,2019-11-28,2019-09-10,2019-04-17
617,2019-11-18,2019-09-10,2019-04-17
618,2019-11-19,2019-09-10,2019-04-17
619,2019-11-20,2019-09-10,2019-04-17
620,2019-11-21,2019-09-10,2019-04-17
621,2019-11-22,2019-09-10,2019-04-17
622,2019-11-23,2019-09-10,2019-04-17
623,2019-11-24,2019-09-10,2019-04-17
624,2019-11-25,2019-09-10,2019-04-17
625,2019-11-26,2019-09-10,2019-04-17
626,2019-11-27,2019-09-10,2019-04-17
627,2019-11-28,2019-09-10,2019-04-17
628,2019-11-18,2019-09-10,2019-04-17
629,2019-11-19,2019-09-10,2019-04-17
630,2019-11-20,2019-09-10,2019-04-17
631,2019-11-21,2019-09-10,2019-04-17
632,2019-11-22,2019-09-10,2019-04-17
633,2019-11-23,2019-09-10,2019-04-17
634,2019-11-24,2019-09-10,2019-04-17
635,2019-11-25,2019-09-10,2019-04-17
636,2019-11-26,2019-09-10,2019-04-17
637,2019-11-27,2019-09-10,2019-04-17
638,2019-11-28,2019-09-10,2019-04-17
639,2019-11-18,2019-09-10,2019-04-17
640,2019-11-19,2019-09-10,2019-04-17
641,2019-11-20,2019-09-10,2019-04-17
642,2019-11-21,2019-09-10,2019-04-17
643,2019-11-22,2019-09-10,2019-04-17
644,2019-11-23,2019-09-10,2019-04-17
645,2019-11-24,2019-09-10,2019-04-17
646,2019-11-25,2019-09-10,2019-04-17
647,2019-11-26,2019-09-10,2019-04-17
648,2019-11-27,2019-09-10,2019-04-17
649,2019-11-28,2019-09-10,2019-04-17
650,2019-11-18,2019-09-10,2019-04-17
651,2019-11-19,2019-09-10,2019-04-17
652,2019-11-20,2019-09-10,2019-04-17
653,2019-11-21,2019-09-10,2019-04-17
654,2019-11-22,2019-09-10,2019-04-17
655,2019-11-23,2019-09-10,2019-04-17
656,2019-11-24,2019-09-10,2019-04-17
657,2019-11-25,2019-09-10,2019-04-17
658,2019-11-26,2019-09-10,2019-04-17
659,2019-11-27,2019-09-10,2019-04-17
660,2019-11-28,2019-09-10,2019-04-17
661,2019-11-18,2019-09-10,2019-04-17
662,2019-11-19,2019-09-10,2019-04-17
663,2019-11-20,2019-09-10,2019-04-17
664,2019-11-21,2019-09-10,2019-04-17
665,2019-11-22,2019-09-10,2019-04-17
666,2019-11-23,2019-09-10,2019-04-17
667,2019-11-24,2019-09-10,2019-04-17
668,2019-11-25,2019-09-10,2019-04-17
669,2019-11-26,2019-09-10,2019-04-17
670,2019-11-27,2019-09-10,2019-04-17
671,2019-11-28,2019-09-10,2019-04-17
672,2019-11-18,2019-09-10,2019-04-17
673,2019-11-19,2019-09-10,2019-04-17
674,2019-11-20,2019-09-10,2019-04-17
675,2019-11-21,2019-09-10,2019-04-17
676,2019-11-22,2019-09-10,2019-04-17
677,2019-11-23,2019-09-10,2019-04-17
678,2019-11-24,2019-09-10,2019-04-17
679,2019-11-25,2019-09-10,2019-04-17
680,2019-11-26,2019-09-10,2019-04-17
681,2019-11-27,2019-09-10,2019-04-17
682,2019-11-28,2019-09-10,2019-04-17
683,2019-11-18,2019-09-10,2019-04-17
684,2019-11-19,2019-09-10,2019-04-17
685,2019-11-20,2019-09-10,2019-04-17
686,2019-11-21,2019-09-10,2019-04-17
687,2019-11-22,2019-09-10,2019-04-17
688,2019-11-23,2019-09-10,2019-04-17
689,2019-11-24,2019-09-10,2019-04-17
690,2019-11-25,2019-09-10,2019-04-17
691,2019-11-26,2019-09-10,2019-04-17
692,2019-11-27,2019-09-10,2019-04-17
693,2019-11-28,2019-09-10,2019-04-17
694,2019-11-18,2019-09-10,2019-04-17
695,2019-11-19,2019-09-10,2019-04-17
696,2019-11-20,2019-09-10,2019-04-17
697,2019-11-21,2019-09-10,2019-04-17
698,2019-11-22,2019-09-10,2019-04-17
699,2019-11-23,2019-09-10,2019-04-17
700,2019-11-24,2019-09-10,2019-04-17
701,2019-11-25,2019-09-10,2019-04-17
702,2019-11-26,2019-09-10,2019-04-17
703,2019-11-27,2019-09-10,2019-04-17
704,2019-11-28,2019-09-10,2019-04-17
705,2019-11-18,2019-09-10,2019-04-17
706,2019-11-19,2019-09-10,2019-04-17
707,2019-11-20,2019-09-10,2019-04-17
708,2019-11-21,2019-09-10,2019-04-17
709,2019-11-22,2019-09-10,2019-04-17
710,2019-11-23,2019-09-10,2019-04-17
711,2019-11-24,2019-09-10,2019-04-17
712,2019-11-25,2019-09-10,2019-04-17
713,2019-11-26,2019-09-10,2019-04-17
714,2019-11-27,2019-09-10,2019-04-17
715,2019-11-28,2019-09-10,2019-04-17
716,2019-11-18,2019-09-10,2019-04-17
717,2019-11-19,2019-09-10,2019-04-17
718,2019-11-20,2019-09-10,2019-04-17
719,2019-11-21,2019-09-10,2019-04-17
720,2019-11-22,2019-09-10,2019-04-17
721,2019-11-23,2019-09-10,2019-04-17
722,2019-11-24,2019-09-10,2019-04-17
723,2019-11-25,2019-09-10,2019-04-17
724,2019-11-26,2019-09-10,2019-04-17
725,2019-11-27,2019-09-10,2019-04-17
726,2019-11-28,2019-09-10,2019-04-17
727,2019-11-18,2019-09-10,2019-04-17
728,2019-11-19,2019-09-10,2019-04-17
729,2019-11-20,2019-09-10,2019-04-17
730,2019-11-21,2019-09-10,2019-04-17
731,2019-11-22,2019-09-10,2019-04-17
732,2019-11-23,2019-09-10,2019-04-17
733,2019-11-24,2019-09-10,2019-04-17
734,2019-11-25,2019-09-10,2019-04-17
735,2019-11-26,2019-09-10,2019-04-17
736,2019-11-27,2019-09-10,2019-04-17
737,2019-11-28,2019-09-10,2019-04-17
738,2019-11-18,2019-09-10,2019-04-17
739,2019-11-19,2019-09-10,2019-04-17
740,2019-11-20,2019-09-10,2019-04-17
741,2019-11-21,2019-09-10,2019-04-17
742,2019-11-22,2019-09-10,2019-04-17
743,2019-11-23,2019-09-10,2019-04-17
744,2019-11-24,2019-09-10,2019-04-17
745,2019-11-25,2019-09-10,2019-04-17
746,2019-11-26,2019-09-10,2019-04-17
747,2019-11-27,2019-09-10,2019-04-17
748,2019-11-28,2019-09-10,2019-04-17
749,2019-11-18,2019-09-10,2019-04-17
750,2019-11-19,2019-09-10,2019-04-17
751,2019-11-20,2019-09-10,2019-04-17
752,2019-11-21,2019-09-10,2019-04-17
753,2019-11-22,2019-09-10,2019-04-17
754,2019-11-23,2019-09-10,2019-04-17
755,2019-11-24,2019-09-10,2019-04-17
756,2019-11-25,2019-09-10,2019-04-17
757,2019-11-26,2019-09-10,2019-04-17
758,2019-11-27,2019-09-10,2019-04-17
759,2019-11-28,2019-09-10,2019-04-17
760,2019-11-18,2019-09-10,2019-04-17
761,2019-11-19,2019-09-10,2019-04-17
762,2019-11-20,2019-09-10,2019-04-17
763,2019-11-21,2019-09-10,2019-04-17
764,2019-11-22,2019-09-10,2019-04-17
765,2019-11-23,2019-09-10,2019-04-17
766,2019-11-24,2019-09-10,2019-04-17
767,2019-11-25,2019-09-10,2019-04-17
768,2019-11-26,2019-09-10,2019-04-17
769,2019-11-27,2019-09-10,2019-04-17
770,2019-11-28,2019-09-10,2019-04-17
771,2019-11-18,2019-09-10,2019-04-17
772,2019-11-19,2019-09-10,2019-04-17
773,2019-11-20,2019-09-10,2019-04-17
774,2019-11-21,2019-09-10,2019-04-17
775,2019-11-22,2019-09-10,2019-04-17
776,2019-11-23,2019-09-10,2019-04-17
777,2019-11-24,2019-09-10,2019-04-17
778,2019-11-25,2019-09-10,2019-04-17
779,2019-11-26,2019-09-10,2019-04-17
780,2019-11-27,2019-09-10,2019-04-17
781,2019-11-28,2019-09-10,2019-04-17
782,2019-11-18,2019-09-10,2019-04-17
783,2019-11-19,2019-09-10,2019-04-17
784,2019-11-20,2019-09-10,2019-04-17
785,2019-11-21,2019-09-10,2019-04-17
786,2019-11-22,2019-09-10,2019-04-17
787,2019-11-23,2019-09-10,2019-04-17
788,2019-11-24,2019-09-10,2019-04-17
789,2019-11-25,2019-09-10,2019-04-17
790,2019-11-26,2019-09-10,2019-04-17
791,2019-11-27,2019-09-10,2019-04-17
792,2019-11-28,2019-09-10,2019-04-17
793,2019-11-18,2019-09-10,2019-04-17
794,2019-11-19,2019-09-10,2019-04-17
795,2019-11-20,2019-09-10,2019-04-17
796,2019-11-21,2019-09-10,2019-04-17
797,2019-11-22,2019-09-10,2019-04-17
798,2019-11-23,2019-09-10,2019-04-17
799,2019-11-24,2019-09-10,2019-04-17
800,2019-11-25,2019-09-10,2019-04-17
801,2019-11-26,2019-09-10,2019-04-17
802,2019-11-27,2019-09-10,2019-04-17
803,2019-11-28,2019-09-10,2019-04-17
804,2019-11-18,2019-09-10,2019-04-17
805,2019-11-19,2019-09-10,2019-04-17
806,2019-11-20,2019-09-10,2019-04-17
807,2019-11-21,2019-09-10,2019-04-17
808,2019-11-22,2019-09-10,2019-04-17
809,2019-11-23,2019-09-10,2019-04-17
810,2019-11-24,2019-09-10,2019-04-17
811,2019-11-25,2019-09-10,2019-04-17
812,2019-11-26,2019-09-10,2019-04-17
813,2019-11-27,2019-09-10,2019-04-17
814,2019-11-28,2019-09-10,2019-04-17
815,2019-11-18,2019-09-10,2019-04-17
816,2019-11-19,2019-09-10,2019-04-17
817,2019-11-20,2019-09-10,2019-04-17
818,2019-11-21,2019-09-10,2019-04-17
819,2019-11-22,2019-09-10,2019-04-17
820,2019-11-23,2019-09-10,2019-04-17
821,2019-11-24,2019-09-10,2019-04-17
822,2019-11-25,2019-09-10,2019-04-17
823,2019-11-26,2019-09-10,2019-04-17
824,2019-11-27,2019-09-10,2019-04-17
825,2019-11-28,2019-09-10,2019-04-17
826,2019-11-18,2019-09-10,2019-04-17
827,2019-11-19,2019-09-10,2019-04-17
828,2019-11-20,2019-09-10,2019-04-17
829,2019-11-21,2019-09-10,2019-04-17
830,2019-11-22,2019-09-10,2019-04-17
831,2019-11-23,2019-09-10,2019-04-17
832,2019-11-24,2019-09-10,2019-04-17
833,2019-11-25,2019-09-10,2019-04-17
834,2019-11-26,2019-09-10,2019-04-17
835,2019-11-27,2019-09-10,2019-04-17
836,2019-11-28,2019-09-10,2019-04-17
837,2019-11-18,2019-09-10,2019-04-17
838,2019-11-19,2019-09-10,2019-04-17
839,2019-11-20,2019-09-10,2019-04-17
840,2019-11-21,2019-09-10,2019-04-17
841,2019-11-22,2019-09-10,2019-04-17
842,2019-11-23,2019-09-10,2019-04-17
843,2019-11-24,2019-09-10,2019-04-17
844,2019-11-25,2019-09-10,2019-04-17
845,2019-11-26,2019-09-10,2019-04-17
846,2019-11-27,2019-09-10,2019-04-17
847,2019-11-28,2019-09-10,2019-04-17
848,2019-11-18,2019-09-10,2019-04-17
849,2019-11-19,2019-09-10,2019-04-17
850,2019-11-20,2019-09-10,2019-04-17
851,2019-11-21,2019-09-10,2019-04-17
852,2019-11-22,2019-09-10,2019-04-17
853,2019-11-23,2019-09-10,2019-04-17
854,2019-11-24,2019-09-10,2019-04-17
855,2019-11-25,2019-09-10,2019-04-17
856,2019-11-26,2019-09-10,2019-04-17
857,2019-11-27,2019-09-10,2019-04-17
858,2019-11-28,2019-09-10,2019-04-17
859,2019-11-18,2019-09-10,2019-04-17
860,2019-11-19,2019-09-10,2019-04-17
861,2019-11-20,2019-09-10,2019-04-17
862,2019-11-21,2019-09-10,2019-04-17
863,2019-11-22,2019-09-10,2019-04-17
864,2019-11-23,2019-09-10,2019-04-17
865,2019-11-24,2019-09-10,2019-04-17
866,2019-11-25,2019-09-10,2019-04-17
867,2019-11-26,2019-09-10,2019-04-17
868,2019-11-27,2019-09-10,2019-04-17
869,2019-11-28,2019-09-10,2019-04-17
870,2019-11-18,2019-09-10,2019-04-17
871,2019-11-19,2019-09-10,2019-04-17
872,2019-11-20,2019-09-10,2019-04-17
873,2019-11-21,2019-09-10,2019-04-17
874,2019-11-22,2019-09-10,2019-04-17
875,2019-11-23,2019-09-10,2019-04-17
876,2019-11-24,2019-09-10,2019-04-17
877,2019-11-25,2019-09-10,2019-04-17
878,2019-11-26,2019-09-10,2019-04-17
879,2019-11-27,2019-09-10,2019-04-17
880,2019-11-28,2019-09-10,2019-04-17
881,2019-11-18,2019-09-10,2019-04-17
882,2019-11-19,2019-09-10,2019-04-17
883,2019-11-20,2019-09-10,2019-04-17
884,2019-11-21,2019-09-10,2019-04-17
885,2019-11-22,2019-09-10,2019-04-17
886,2019-11-23,2019-09-10,2019-04-17
887,2019-11-24,2019-09-10,2019-04-17
888,2019-11-25,2019-09-10,2019-04-17
889,2019-11-26,2019-09-10,2019-04-17
890,2019-11-27,2019-09-10,2019-04-17
891,2019-11-28,2019-09-10,2019-04-17
892,2019-11-18,2019-09-10,2019-04-17
893,2019-11-19,2019-09-10,2019-04-17
894,2019-11-20,2019-09-10,2019-04-17
895,2019-11-21,2019-09-10,2019-04-17
896,2019-11-22,2019-09-10,2019-04-17
897,2019-11-23,2019-09-10,2019-04-17
898,2019-11-24,2019-09-10,2019-04-17
899,2019-11-25,2019-09-10,2019-04-17
900,2019-11-26,2019-09-10,2019-04-17
901,2019-11-27,2019-09-10,2019-04-17
902,2019-11-28,2019-09-10,2019-04-17
903,2019-11-18,2019-09-10,2019-04-17
904,2019-11-19,2019-09-10,2019-04-17
905,2019-11-20,2019-09-10,2019-04-17
906,2019-11-21,2019-09-10,2019-04-17
907,2019-11-22,2019-09-10,2019-04-17
908,2019-11-23,2019-09-10,2019-04-17
909,2019-11-24,2019-09-10,2019-04-17
910,2019-11-25,2019-09-10,2019-04-17
911,2019-11-26,2019-09-10,2019-04-17
912,2019-11-27,2019-09-10,2019-04-17
913,2019-11-28,2019-09-10,2019-04-17
914,2019-11-18,2019-09-10,2019-04-17
915,2019-11-19,2019-09-10,2019-04-17
916,2019-11-20,2019-09-10,2019-04-17
917,2019-11-21,2019-09-10,2019-04-17
918,2019-11-22,2019-09-10,2019-04-17
919,2019-11-23,2019-09-10,2019-04-17
920,2019-11-24,2019-09-10,2019-04-17
921,2019-11-25,2019-09-10,2019-04-17
922,2019-11-26,2019-09-10,2019-04-17
923,2019-11-27,2019-09-10,2019-04-17
924,2019-11-28,2019-09-10,2019-04-17
925,2019-11-18,2019-09-10,2019-04-17
926,2019-11-19,2019-09-10,2019-04-17
927,2019-11-20,2019-09-10,2019-04-17
928,2019-11-21,2019-09-10,2019-04-17
929,2019-11-22,2019-09-10,2019-04-17
930,2019-11-23,2019-09-10,2019-04-17
931,2019-11-24,2019-09-10,2019-04-17
932,2019-11-25,2019-09-10,2019-04-17
933,2019-11-26,2019-09-10,2019-04-17
934,2019-11-27,2019-09-10,2019-04-17
935,2019-11-28,2019-09-10,2019-04-17
936,2019-11-18,2019-09-10,2019-04-17
937,2019-11-19,2019-09-10,2019-04-17
938,2019-11-20,2019-09-10,2019-04-17
939,2019-11-21,2019-09-10,2019-04-17
940,2019-11-22,2019-09-10,2019-04-17
941,2019-11-23,2019-09-10,2019-04-17
942,2019-11-24,2019-09-10,2019-04-17
943,2019-11-25,2019-09-10,2019-04-17
944,2019-11-26,2019-09-10,2019-04-17
945,2019-11-27,2019-09-10,2019-04-17
946,2019-11-28,2019-09-10,2019-04-17
947,2019-11-18,2019-09-10,2019-04-17
948,2019-11-19,2019-09-10,2019-04-17
949,2019-11-20,2019-09-10,2019-04-17
950,2019-11-21,2019-09-10,2019-04-17
951,2019-11-22,2019-09-10,2019-04-17
952,2019-11-23,2019-09-10,2019-04-17
953,2019-11-24,2019-09-10,2019-04-17
954,2019-11-25,2019-09-10,2019-04-17
955,2019-11-26,2019-09-10,2019-04-17
956,2019-11-27,2019-09-10,2019-04-17
957,2019-11-28,2019-09-10,2019-04-17
958,2019-11-18,2019-09-10,2019-04-17
959,2019-11-19,2019-09-10,2019-04-17
960,2019-11-20,2019-09-10,2019-04-17
961,2019-11-21,2019-09-10,2019-04-17
962,2019-11-22,2019-09-10,2019-04-17
963,2019-11-23,2019-09-10,2019-04-17
964,2019-11-24,2019-09-10,2019-04-17
965,2019-11-25,2019-09-10,2019-04-17
966,2019-11-26,2019-09-10,2019-04-17
967,2019-11-27,2019-09-10,2019-04-17
968,2019-11-28,2019-09-10,2019-04-17
969,2019-11-18,2019-09-10,2019-04-17
970,2019-11-19,2019-09-10,2019-04-17
971,2019-11-20,2019-09-10,2019-04-17
972,2019-11-21,2019-09-10,2019-04-17
973,2019-11-22,2019-09-10,2019-04-17
974,2019-11-23,2019-09-10,2019-04-17
975,2019-11-24,2019-09-10,2019-04-17
976,2019-11-25,2019-09-10,2019-04-17
977,2019-11-26,2019-09-10,2019-04-17
978,2019-11-27,2019-09-10,2019-04-17
979,2019-11-28,2019-09-10,2019-04-17
980,2019-11-18,2019-09-10,2019-04-17
981,2019-11-19,2019-09-10,2019-04-17
982,2019-11-20,2019-09-10,2019-04-17
983,2019-11-21,2019-09-10,2019-04-17
984,2019-11-22,2019-09-10,2019-04-17
985,2019-11-23,2019-09-10,2019-04-17
986,2019-11-24,2019-09-10,2019-04-17
987,2019-11-25,2019-09-10,2019-04-17
988,2019-11-26,2019-09-10,2019-04-17
989,2019-11-27,2019-09-10,2019-04-17
990,2019-11-28,2019-09-10,2019-04-17
991,2019-11-18,2019-09-10,2019-04-17
992,2019-11-19,2019-09-10,2019-04-17
993,2019-11-20,2019-09-10,2019-04-17
994,2019-11-21,2019-09-10,2019-04-17
995,2019-11-22,2019-09-10,2019-04-17
996,2019-11-23,2019-09-10,2019-04-17
997,2019-11-24,2019-09-10,2019-04-17
998,2019-11-25,2019-09-10,2019-04-17
999,2019-11-26,2019-09-10,2019-04-17
1000,2019-11-27,2019-09-10,2019-04-17
1001,2019-11-28,2019-09-10,2019-04-17
1002,2019-11-22,2019-11-16,2019-11-11
1003,2019-11-23,2019-11-16,2019-11-11
1004,2019-11-22,2019-11-16,2019-11-11
1005,2019-11-23,2019-11-16,2019-11-11
1006,2019-11-22,2019-11-21,2019-11-19
1007,2019-11-22,2019-11-21,2019-11-20
1008,2019-11-23,2019-11-21,2019-11-20
1009,2019-11-24,2019-10-13,2019-10-09
1010,2019-11-25,2019-11-25,2019-08-12
1011,2019-11-28,2019-11-25,2019-11-19
1012,2019-11-29,2019-11-25,2019-11-19
1013,2019-11-28,2019-11-28,2019-11-26
1014,2019-11-29,2019-11-24,2019-11-17
1015,2019-11-30,2019-11-24,2019-11-17
1016,2019-11-29,2019-11-26,2019-11-24
1017,2019-11-30,2019-11-28,2019-10-28
1018,2019-11-30,2019-11-29,2019-11-17
1019,2019-12-02,2019-10-25,2019-05-15
1020,2019-12-03,2019-10-25,2019-05-15
1021,2019-12-02,2019-10-25,2019-05-15
1022,2019-12-03,2019-10-25,2019-05-15
1023,2019-12-02,2019-10-25,2019-05-15
1024,2019-12-03,2019-10-25,2019-05-15
1025,2019-12-02,2019-10-25,2019-05-15
1026,2019-12-03,2019-10-25,2019-05-15
1027,2019-12-02,2019-10-25,2019-05-15
1028,2019-12-03,2019-10-25,2019-05-15
1029,2019-12-02,2019-10-25,2019-05-15
1030,2019-12-03,2019-10-25,2019-05-15
1031,2019-12-02,2019-10-25,2019-05-15
1032,2019-12-03,2019-10-25,2019-05-15
1033,2019-12-02,2019-10-25,2019-05-15
1034,2019-12-03,2019-10-25,2019-05-15
1035,2019-12-02,2019-10-25,2019-05-15
1036,2019-12-03,2019-10-25,2019-05-15
1037,2019-12-02,2019-10-25,2019-05-15
1038,2019-12-03,2019-10-25,2019-05-15
1039,2019-12-02,2019-10-25,2019-05-15
1040,2019-12-03,2019-10-25,2019-05-15
1041,2019-12-02,2019-10-25,2019-05-15
1042,2019-12-03,2019-10-25,2019-05-15
1043,2019-12-02,2019-10-25,2019-05-15
1044,2019-12-03,2019-10-25,2019-05-15
1045,2019-12-02,2019-10-25,2019-05-15
1046,2019-12-03,2019-10-25,2019-05-15
1047,2019-12-02,2019-10-25,2019-05-15
1048,2019-12-03,2019-10-25,2019-05-15
1049,2019-12-02,2019-10-25,2019-05-15
1050,2019-12-03,2019-10-25,2019-05-15
1051,2019-12-02,2019-10-25,2019-05-15
1052,2019-12-02,2019-10-25,2019-05-15
1053,2019-12-03,2019-10-25,2019-05-15
1054,2019-12-02,2019-10-25,2019-05-15
1055,2019-12-03,2019-10-25,2019-05-15
1056,2019-12-02,2019-10-25,2019-05-15
1057,2019-12-03,2019-10-25,2019-05-15
1058,2019-12-02,2019-10-25,2019-05-15
1059,2019-12-03,2019-10-25,2019-05-15
1060,2019-12-02,2019-10-25,2019-05-15
1061,2019-12-03,2019-10-25,2019-05-15
1062,2019-12-02,2019-10-25,2019-05-15
1063,2019-12-03,2019-10-25,2019-05-15
1064,2019-12-02,2019-10-25,2019-05-15
1065,2019-12-03,2019-10-25,2019-05-15
1066,2019-12-02,2019-10-25,2019-05-15
1067,2019-12-02,2019-10-25,2019-05-15
1068,2019-12-02,2019-10-25,2019-05-15
1069,2019-12-03,2019-10-25,2019-05-15
1070,2019-12-02,2019-10-25,2019-05-15
1071,2019-12-03,2019-10-25,2019-05-15
1072,2019-12-02,2019-10-25,2019-05-15
1073,2019-12-03,2019-10-25,2019-05-15
1074,2019-12-02,2019-10-25,2019-05-15
1075,2019-12-03,2019-10-25,2019-05-15
1076,2019-12-02,2019-10-25,2019-05-15
1077,2019-12-03,2019-10-25,2019-05-15
1078,2019-12-02,2019-10-25,2019-05-15
1079,2019-12-03,2019-10-25,2019-05-15
1080,2019-12-02,2019-10-25,2019-05-15
1081,2019-12-03,2019-10-25,2019-05-15
1082,2019-12-02,2019-10-25,2019-05-15
1083,2019-12-03,2019-10-25,2019-05-15
1084,2019-12-02,2019-10-25,2019-05-15
1085,2019-12-03,2019-10-25,2019-05-15
1086,2019-12-02,2019-10-25,2019-05-15
1087,2019-12-03,2019-10-25,2019-05-15
1088,2019-12-02,2019-10-25,2019-05-15
1089,2019-12-03,2019-10-25,2019-05-15
1090,2019-12-02,2019-10-25,2019-05-15
1091,2019-12-03,2019-10-25,2019-05-15
1092,2019-12-02,2019-10-25,2019-05-15
1093,2019-12-03,2019-10-25,2019-05-15
1094,2019-12-02,2019-10-25,2019-05-15
1095,2019-12-03,2019-10-25,2019-05-15
1096,2019-12-02,2019-10-25,2019-05-15
1097,2019-12-03,2019-10-25,2019-05-15
1098,2019-12-02,2019-10-25,2019-05-15
1099,2019-12-03,2019-10-25,2019-05-15
1100,2019-12-02,2019-10-25,2019-05-15
1101,2019-12-03,2019-10-25,2019-05-15
1102,2019-12-02,2019-10-25,2019-05-15
1103,2019-12-02,2019-10-25,2019-05-15
1104,2019-12-03,2019-10-25,2019-05-15
1105,2019-12-02,2019-10-25,2019-05-15
1106,2019-12-03,2019-10-25,2019-05-15
1107,2019-12-02,2019-10-25,2019-05-15
1108,2019-12-03,2019-10-25,2019-05-15
1109,2019-12-02,2019-10-25,2019-05-15
1110,2019-12-03,2019-10-25,2019-05-15
1111,2019-12-02,2019-10-25,2019-05-15
1112,2019-12-03,2019-10-25,2019-05-15
1113,2019-12-02,2019-10-25,2019-05-15
1114,2019-12-03,2019-10-25,2019-05-15
1115,2019-12-02,2019-10-25,2019-05-15
1116,2019-12-03,2019-10-25,2019-05-15
1117,2019-12-02,2019-10-30,2019-10-25
1118,2019-12-03,2019-10-30,2019-10-25
1119,2019-12-02,2019-12-01,2019-10-25
1120,2019-12-03,2019-12-01,2019-10-25
1121,2019-12-02,2019-12-01,2019-10-25
1122,2019-12-03,2019-12-01,2019-10-25
1123,2019-12-02,2019-12-01,2019-10-25
1124,2019-12-03,2019-12-01,2019-10-25
1125,2019-12-02,2019-12-01,2019-10-25
1126,2019-12-03,2019-12-01,2019-10-25
1127,2019-12-03,2019-12-03,2019-11-10
1128,2019-12-03,2019-12-03,2019-11-10
1129,2019-12-03,2019-12-03,2019-11-10
1130,2019-12-04,2019-11-06,2019-10-27
1131,2019-12-04,2019-11-06,2019-10-27
1132,2019-12-04,2019-11-06,2019-10-27
1133,2019-12-04,2019-11-06,2019-10-27
1134,2019-12-04,2019-11-06,2019-10-27
1135,2019-12-04,2019-11-06,2019-10-27
1136,2019-12-05,2019-12-02,2019-12-01
1137,2019-12-06,2019-09-29,2019-09-20
1138,2019-12-07,2019-09-29,2019-09-20
1139,2019-12-06,2019-11-04,2019-10-14
1140,2019-12-07,2019-11-04,2019-10-14
1141,2019-12-08,2019-11-04,2019-10-14
1142,2019-12-06,2019-11-02,2019-10-20
1143,2019-12-06,2019-11-12,2019-11-03
1144,2019-12-07,2019-11-12,2019-11-03
1145,2019-12-06,2019-11-12,2019-11-03
1146,2019-12-07,2019-11-12,2019-11-03
1147,2019-12-06,2019-11-12,2019-11-03
1148,2019-12-07,2019-11-12,2019-11-03
1149,2019-12-07,2019-10-03,2019-09-29
1150,2019-12-07,2019-12-05,2019-10-28
1151,2019-12-08,2019-12-05,2019-10-28
1152,2019-12-08,2019-12-05,2019-12-04
1153,2019-12-09,2019-11-05,2019-10-21
1154,2019-12-09,2019-12-07,2019-10-07
1155,2019-12-09,2019-12-07,2019-10-07
1156,2019-12-09,2019-12-07,2019-10-07
1157,2019-12-10,2019-12-07,2019-11-05
1158,2019-12-10,2019-12-09,2019-12-08
1159,2019-12-11,2019-11-12,2019-11-04
1160,2019-12-12,2019-11-12,2019-11-04
1161,2019-12-13,2019-11-12,2019-11-04
1162,2019-12-14,2019-11-12,2019-11-04
1163,2019-12-11,2019-12-09,2019-12-08
1164,2019-12-12,2019-12-10,2019-11-13
1165,2019-12-13,2019-12-10,2019-11-13
1166,2019-12-12,2019-12-10,2019-11-13
1167,2019-12-13,2019-12-10,2019-11-13
1168,2019-12-12,2019-12-12,2019-12-11
1169,2019-12-13,2019-11-28,2019-10-17
1170,2019-12-14,2019-11-28,2019-10-17
1171,2019-12-13,2019-11-21,2019-11-11
1172,2019-12-14,2019-10-05,2019-09-01
1173,2019-12-15,2019-10-05,2019-09-01
1174,2019-12-16,2019-10-05,2019-09-01
1175,2019-12-17,2019-10-05,2019-09-01
1176,2019-12-18,2019-10-05,2019-09-01
1177,2019-12-19,2019-10-05,2019-09-01
1178,2019-12-20,2019-10-05,2019-09-01
1179,2019-12-21,2019-10-05,2019-09-01
1180,2019-12-14,2019-09-29,2019-09-17
1181,2019-12-14,2019-09-29,2019-09-17
1182,2019-12-14,2019-09-29,2019-09-17
1183,2019-12-14,2019-09-29,2019-09-17
1184,2019-12-14,2019-09-29,2019-09-17
1185,2019-12-14,2019-10-25,2019-10-14
1186,2019-12-15,2019-10-25,2019-10-14
1187,2019-12-16,2019-10-25,2019-10-14
1188,2019-12-17,2019-10-25,2019-10-14
1189,2019-12-18,2019-10-25,2019-10-14
1190,2019-12-19,2019-10-25,2019-10-14
1191,2019-12-20,2019-10-25,2019-10-14
1192,2019-12-14,2019-12-08,2019-08-07
1193,2019-12-15,2019-12-08,2019-08-07
1194,2019-12-16,2019-12-08,2019-08-07
1195,2019-12-17,2019-12-08,2019-08-07
1196,2019-12-18,2019-12-08,2019-08-07
1197,2019-12-19,2019-12-08,2019-08-07
1198,2019-12-15,2019-09-29,2019-09-17
1199,2019-12-16,2019-09-29,2019-09-17
1200,2019-12-17,2019-09-29,2019-09-17
1201,2019-12-18,2019-09-29,2019-09-17
1202,2019-12-19,2019-09-29,2019-09-17
1203,2019-12-20,2019-09-29,2019-09-17
1204,2019-12-15,2019-11-24,2019-11-19
1205,2019-12-15,2019-12-12,2019-12-10
